id,Name,Description,Status,Author,Folder,Run_status,last run,created at,updated at,Tags,Sub-Component,Component,Level,Comments,Step name,Step description,Step expected_results,Step position
70,Replies Count - Get Replies Count after adding a comment,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Replies Count - Get Replies Count after adding a comment,"1)GET:https://open-api.spot.im/v1/messages-count?spot_id=SPOT_ID&posts_ids=POST_ID with correct fields
2)Add a comment through the API or through the UI
3)GET:https://open-api.spot.im/v1/messages-count?spot_id=SPOT_ID&posts_ids=POST_ID","1)You will get the count for the post you requested
2)The count will go up by one",1
71,Replies Count - Missing Fields,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Replies Count - Missing Fields,1)GET:https://open-api.spot.im/v1/messages-count?spot_id=SPOT_ID with missing fields,1)You will get 400 error request,1
72,Replies Count - Invalid fields,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Replies Count - Invalid fields,1)GET:https://open-api.spot.im/v1/messages-count?spot_id=SPOT_ID&posts_ids=POST_ID with incorrect fields,1)You will get 400 error request,1
73,Last Modified Posts - get last modified posts,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Last Modified Posts - get last modified posts,"1)GET:https://open-api.spot.im/v1/spot-last-modified-posts?token={token}&spot_id={spotID}&offset=0&limit=1000&sec_ago=864000000000
2)add a comment to the spot on any post
2)GET the endpoint again","1)The post wont appear in the response
2)after commenting the post will appear in the response",1
74,Last Modified Posts - no authentication,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Last Modified Posts - no authentication,1))GET:https://open-api.spot.im/v1/spot-last-modified-posts?spot_id={spotID}&offset=0&limit=1000&sec_ago=864000000000,"1)You will get ""SpotTokenIsMissingError""",1
75,Last Modified Posts - bad authentication,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Last Modified Posts - bad authentication,)GET:https://open-api.spot.im/v1/spot-last-modified-posts?token={wrong token}&spot_id={spotID}&offset=0&limit=1000&sec_ago=864000000000,"1)You will get ""SpotTokenNotFoundError""",1
76,Last Modified Posts - invalid fields,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Last Modified Posts - invalid fields,1)GET:https://open-api.spot.im/v1/spot-last-modified-posts?token={token}&spot_id={spotID}&offset=0&limit=1000&sec_ago=864000000000 add invalid fields,"
1)You will get 400 error request",1
77,Last Modified Posts - missing fields,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Last Modified Posts - missing fields,1)GET:https://open-api.spot.im/v1/spot-last-modified-posts?token={token}&spot_id={spotID}&offset=0&limit=1000&sec_ago=864000000000 delete fields from the request,1)You will get 400 error request,1
78,Text Only Import - Get Test Only Import,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Text Only Import - Get Test Only Import,1)GET:https://open-api.spot.im/v1/spot-conversation-events/text-only?token=03160313r2lURD&spot_id=sp_cNLt89un&post_id=1&etag=0&count=2 with the correct data,1)You will get a json with thw import,1
79,Text Only Import - No Authentication,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Text Only Import - No Authentication,1)GET:https://open-api.spot.im/v1/spot-conversation-events/text-only?spot_id=sp_cNLt89un&post_id=1&etag=0&count=2 with no token,"1)You will get ""SpotTokenIsMissingError""",1
80,Text Only Import - Bad Authentication,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Text Only Import - Bad Authentication,1)GET:https://open-api.spot.im/v1/spot-conversation-events/text-only?token={badtoken}&spot_id=sp_cNLt89un&post_id=1&etag=0&count=2 with bad token,"1)You will get ""SpotTokenNotFoundError""",1
81,Text Only Import - Missing Fields,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Text Only Import - Missing Fields,1)GET:https://open-api.spot.im/v1/spot-conversation-events/text-only?token=03160313r2lURD&spot_id=sp_cNLt89un&post_id=1&etag=0&count=2 with missing fields,1)You will get 400 error request,1
82,Text Only Import - Invalid fields,"",Automated,Shiran Dadon,,NO RUN,"",27-Feb-2019  20:53,27-Feb-2019  20:57,"",,Open API,,"",Text Only Import - Invalid fields,1)GET:https://open-api.spot.im/v1/spot-conversation-events/text-only?token=03160313r2lURD&spot_id=sp_cNLt89un&post_id=1&etag=0&count=2 with invalid fields,1)You will get 400 error request,1
83,Extract - DC Chronicles,"",Ready,Shiran Dadon,,NO RUN,"",27-Feb-2019  21:08,05-Apr-2019  07:44,"",Extract,Extract,,"",Extract - DC Chronicles,"1. Run extract on the following URL: https://dc-chronicle.com/2019/01/21/maxine-waters-doubles-impeachment-used-debunked-buzzfeed-articleUse Extract URL endpoint to verify all special cases work: 
curl -X POST \
  https://v2.staging-spot.im/api/extract \
  -H 'Cache-Control: no-cache' \
  -H 'Content-Type: application/json' \
  -H 'Postman-Token: b9e8bbc9-588c-4eb0-853c-9c84b3b2065f' \
  -H 'x-spotim-token: 01190117QY70t1' \
  -d '{
        ""url"": ""{URL}""
}'","You get all mandatory fields: url, title, description, image",1
84,Extract - Ronaldo 7,"",Ready,Shiran Dadon,,NO RUN,"",27-Feb-2019  21:08,05-Apr-2019  07:45,"",Extract,Extract,,"",Extract - Ronaldo 7,1. Run extract on https://www.ronaldo7.net/video/barcelona-live/barcelona-live-streaming.html,"1. All mandatory fields are available - URL, Title, Description and Image",1
85,Extract - MarketWatch,"",Ready,Shiran Dadon,,NO RUN,"",27-Feb-2019  21:08,05-Apr-2019  07:44,"",Extract,Extract,,"",Extract - MarketWatch,1. Extract the following URL - https://www.marketwatch.com/story/its-official-the-trump-tax-cuts-were-a-bust-2019-01-30,All mandatory Fields are available,1
86,Extract - Express,"",Ready,Shiran Dadon,,NO RUN,"",27-Feb-2019  21:08,05-Apr-2019  07:44,"",Extract,Extract,,"",Extract - Express,Extract the following URL - https://www.express.co.uk/news/world/1080730/brexit-news-ireland-simon-coveney-hard-border-congress-brendan-boyle,"All Mandatory Fields exist - Title, Image, Description, URL",1
87,Extract - RT,"",Ready,Shiran Dadon,,NO RUN,"",27-Feb-2019  21:08,05-Apr-2019  07:45,"",Extract,Extract,,"",Extract - RT,1. Extract URL  - https://www.rt.com/usa/450198-mueller-concord-russian-discredit/,All,1
88,Extract Vialnova,"",Ready,Shiran Dadon,,NO RUN,"",27-Feb-2019  21:08,05-Apr-2019  07:45,"",Extract,Extract,,"",Extract Vialnova,1. Extract http://www.viralnova.com/people-living-on-remote-island-near-indian-will-kill-anyone-who-tries-to-come-ashore/,All mandatory fields appear,1
89,Extract - The Times,"",Ready,Shiran Dadon,,NO RUN,"",27-Feb-2019  21:08,05-Apr-2019  07:45,"",Extract,Extract,,"",Extract - The Times,"1. Extract https://www.thetimes.co.uk/puzzleclub/crosswordclub/puzzles/crossword/39851
2. Extract https://www.thetimes.co.uk/article/5c1e0e50-2535-11e9-b782-40e94f317da5
3. Extract http://www.mytimesplus.co.uk/member/wall?spot_im_reply_id=sp_hTdJATT5_timesplus$wall$2_c_wne4Lm_r_7j3dZH",All should have all mandatory fields,1
90,Extract - Videos,"",Ready,Shiran Dadon,,NO RUN,"",27-Feb-2019  21:08,05-Apr-2019  07:45,"",Extract,Extract,,"",Extract - Videos,Extract https://soaphub.com/general-hospital/heart-break-willow-general-hospital/,Video appears in metadata,1
91,Reset data for URL,"",Ready,Shiran Dadon,,PASSED,20-Mar-2019  14:25,27-Feb-2019  21:22,05-Apr-2019  07:45,"",Extract,Admin Panel,,"",Reset Data for URL,"1. Change Title, Description and Image of https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html
2. Go to admin panel of QA Kingdom
3. In system admin tab, reset data for URL","1. In Recirculation on https://preview.c9users.io/borisyuz/staging_env/Manual/post2.html, new image, description and title is displayed
2. In admin panel, comments from Post1 appear with the new description",1
92,Reset data for spot,"",Ready,Shiran Dadon,,PASSED,20-Mar-2019  14:27,27-Feb-2019  21:22,05-Apr-2019  07:45,"",Extract,Admin Panel,,"",Reset Data for Spot,"1. Go to staging spot (for example sp_hs9cZQ6j) admin panel
2. In system admin click ""Reset Data For Spot""
3. Visit some of the comments on that spot",All posts get extracted back successfully,1
93,Publish new Article Scenario,We make sure the whole flow from article publishing to extract works,Ready,Shiran Dadon,,PASSED,20-Mar-2019  14:30,27-Feb-2019  21:22,05-Apr-2019  07:44,"",Extract,Admin Panel,,"",Extract from Conversation Read,"1. Create a new page here: https://ide.c9.io/borisyuz/staging_env with a staging SpotID.
2. Make a comment
3. Go to the relevant Admin Panel-> tab All
4. Go to a different article on that spot","1. The comment appears in All tab, and in the ""Posted In"" you see the title correctly.
2. Comment appears in Recirculation with the correct image",1
97,Extract Internal URL,"",Ready,Shiran Dadon,,PASSED,21-Mar-2019  14:47,27-Feb-2019  21:39,05-Apr-2019  07:44,"",Extract,Conversation,,"",Send URL in Conversation - Internal,"1. Go to https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html
2. On SayCTRL, enter https://preview.c9users.io/borisyuz/staging_env/Manual/post10.html",A card appears with full details on Post10,1
98,Extract Youtube,"",Ready,Shiran Dadon,,PASSED,21-Mar-2019  14:48,27-Feb-2019  21:39,05-Apr-2019  07:44,"",Extract,Conversation,,"",Send URL in Conversation - Youtube,"1. Go to a staging post
2. Enter the following link to sayCTRL:
https://www.youtube.com/watch?v=GCXLxkU0x2I",A video card appears in conversation  (extract returns type:video),1
99,Extract external link,"",Ready,Shiran Dadon,,PASSED,21-Mar-2019  13:30,27-Feb-2019  21:39,05-Apr-2019  07:44,"",Extract,Conversation,,"",Send URL in Conversation - External,"1. Go to staging post
2. Enter the following URL:
https://en.wikipedia.org/wiki/Shih_Tzu",A card will all relevant information appears,1
100,Notification - Mention,"",Ready,Shiran Dadon,,PASSED,14-Apr-2019  15:16,27-Feb-2019  21:48,05-Apr-2019  07:44,"",Notifications,FED Mailer,,"",TC561,"With user A:
1)Go to: https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)To a comment click reply
3)write a reply and mention User B
4)Click ""post""","1)User B will get an email that his name was mentioned in a comment
2)User B will get a notification his name was mentioned in a comment",1
101,Notification - Comment was liked,"",Automated,Shiran Dadon,,PASSED,14-Apr-2019  15:17,27-Feb-2019  21:48,21-Mar-2019  09:10,"",Notifications,FED Mailer,,"",TC560,"With user A:
1)Go to: https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)To a comment click reply
3)write a reply
4)Click ""post""
With user B:
5)Go to user's A Comment and like it","1)User A will get an email that his comment was liked
2)User A will get a notification that his comment was liked",1
102,Notification - Someone replied to your comment,"",Automated,Shiran Dadon,,PASSED,14-Apr-2019  15:17,27-Feb-2019  21:48,21-Mar-2019  09:11,"",Notifications,FED Mailer,,"",TC562,"With user A:
1)Go to: https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)To a comment click reply
3)write a reply
4)Click ""post""
With user B:
5)Go to user's A Comment and reply to it","1)User A will get an email that his comment was replied to
2)User A will get a notification that his comment was replied to",1
103,Notification - Unsubscribe,"",Automated,Shiran Dadon,,PASSED,01-Apr-2019  14:14,27-Feb-2019  21:48,15-Apr-2019  13:18,"",Notifications,FED Mailer,,"","","1)Do:Test #100 - Notification - Mention 
2)Go to your email and unsubscribe
3)Go to user settings modal
4)Do: Test #100 - Notification - Mention ","All the subscription fields will be unchecked and you will no longer get email notification.
",1
104,Notification - Silo - Unsubscribe,"",Automated,Shiran Dadon,,PASSED,01-Apr-2019  14:14,27-Feb-2019  21:48,15-Apr-2019  13:08,"",Notifications,FED Mailer,,"",TC631,"1)Do:Test #100 - Notification - Mention 
2)Go to your email and unsubscribe
3)Go to user settings modal
4)Do:Test #100 - Notification - Mention ",All the subscription fields will be unchecked and you will no longer get email notification,1
105,Notification - Mention,"",Ready,Shiran Dadon,,PASSED,01-Apr-2019  14:13,27-Feb-2019  21:48,05-Apr-2019  07:44,"",Reset Password,FED Mailer,,"",TC563,"1)https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)Click Log in
3)Choose the email option
4)Click ""forgot your password""
5)Enter email
6)Click ""Send reset link""
7)Click on the link in the email
8)reset your password","1)You will get an email with a link to reset your password and success message will appear
2)After clicking on the link you will be redirected the conversation with the reset password modal
3)Your password will be reseted",1
106,Notification - Mention,"",Ready,Shiran Dadon,,PASSED,01-Apr-2019  14:13,27-Feb-2019  21:48,05-Apr-2019  07:44,"",Reset Password,FED Mailer,,"",TC675,"1)https://admin.staging-spot.im/
2)Click forgot
3)Enter your email and click send
4)Click on the link in the email
5)reset your password",1)Your password will be reseted,1
107,Notification - Mention,"",Ready,Shiran Dadon,,PASSED,01-Apr-2019  14:13,27-Feb-2019  21:48,05-Apr-2019  07:44,"",Registration,FED Mailer,,"",TC564,"1)https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)Click Log in
3)Choose the email option
4)Choose sign up
5)Do the sign up flow",1)You will get an email saying you registered,1
108,Notification - Mention,"",Ready,Shiran Dadon,,PASSED,01-Apr-2019  14:13,27-Feb-2019  21:48,05-Apr-2019  07:44,"",Registration,FED Mailer,,"",TC571,"1)Do TC565
2)Go to the conversation ang log in
3)Above the registration click resend verification email
4)Click on the link in the email","1)You will get an email to verify the email
2)You will be redirected to the conversation and a pop up ""email was verified"" will appear",1
109,Notification - Mention,"",Ready,Shiran Dadon,,PASSED,01-Apr-2019  14:13,27-Feb-2019  21:48,05-Apr-2019  07:44,"",Community,FED Mailer,,"",TC569,"STR:
1)Go to a community
2)Scroll to the FAQ section
3)Click on ""Suggest a question""","When clicked the component will expand in the same way as all the questions. 

The form will contain: 
-Title
-Sub-title
-Question field
-A link that opens the answer field
-Close option 
The ""More Questions"" button will be disabled",1
